10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	11	10	10	10	10	12	12	12	12	12	12	12	12	12	10	10	10	10	10	11	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10	10	13	26	21	21	21	21	21	27	14	10	11	10	10	10	10	10	10	10	10	10
10	10	10	10	11	10	10	10	10	10	11	13	22	51	46	47	48	55	23	14	11	10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	11	10	10	10	10	13	22	40	30	47	35	43	23	14	10	10	11	10	10	10	10	11	10	10	10
10	10	10	10	10	10	10	10	10	10	10	13	22	40	33	34	36	41	23	14	10	10	10	10	10	11	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10	10	13	22	37	32	36	35	42	23	14	10	10	10	10	10	10	10	10	10	10	10
10	10	10	10	11	10	12	12	12	12	12	13	22	37	31	30	30	42	23	14	12	12	12	12	12	10	10	10	10	10	10
10	10	10	10	10	10	13	26	21	21	21	21	28	21	21	30	21	21	28	21	21	21	21	27	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	51	46	45	46	47	48	47	30	45	46	47	47	47	47	55	23	14	10	10	11	10	10	10
10	10	10	10	10	10	13	22	39	36	34	31	33	33	30	33	36	35	32	35	34	36	44	23	14	10	10	10	10	10	10
10	10	10	10	11	10	13	22	37	30	32	32	30	33	31	31	33	35	31	33	30	35	43	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	40	32	31	32	31	32	36	34	34	32	31	36	36	32	44	23	14	10	11	10	10	10	10
10	10	10	10	10	10	13	22	37	34	33	36	35	34	32	32	33	35	33	36	36	32	41	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	39	31	33	32	30	30	36	32	36	35	34	34	35	34	42	23	14	10	10	10	10	10	10
10	10	10	11	10	10	13	22	40	35	30	31	36	34	34	33	34	34	34	30	31	33	43	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	37	32	36	35	35	32	33	33	32	36	35	33	35	34	42	23	14	10	11	10	10	10	10
10	10	10	10	10	10	13	22	39	35	33	33	35	31	30	30	31	35	32	33	31	33	43	23	14	10	10	10	10	10	10
10	10	10	10	11	10	13	22	37	32	31	33	33	30	33	30	34	30	34	35	32	33	44	23	14	10	10	11	10	10	10
10	10	10	10	10	10	13	22	37	32	31	30	32	34	35	33	36	33	32	33	36	36	41	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	38	35	30	32	31	33	33	33	31	33	32	35	35	30	41	23	14	10	10	10	10	10	10
10	10	10	11	10	10	13	22	40	32	30	35	32	36	36	31	30	36	31	31	33	36	42	23	14	10	11	10	10	10	10
10	10	10	10	10	10	13	22	39	33	30	32	32	32	34	30	36	36	33	31	33	30	41	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	26	21	21	21	21	21	21	21	30	21	21	21	21	21	21	21	27	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	51	46	45	47	45	45	46	30	47	48	48	45	46	45	55	23	14	10	10	10	10	10	10
10	10	10	10	11	10	13	22	37	30	35	35	34	35	30	32	35	35	30	35	33	33	42	23	14	10	10	11	10	10	10
10	10	10	10	10	10	13	22	39	31	35	32	35	32	36	30	31	34	31	31	33	30	44	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	37	36	36	35	30	33	36	34	33	32	32	35	36	35	44	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	37	32	31	30	32	32	33	33	30	34	30	36	36	31	43	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	37	32	33	30	30	30	33	35	35	30	30	34	32	31	41	23	14	10	11	10	10	10	10
10	10	10	10	10	10	13	22	38	30	33	33	31	31	35	34	34	33	32	31	34	33	42	23	14	10	10	10	10	10	10
10	10	10	10	11	10	13	22	38	30	34	36	33	31	30	36	35	35	30	31	30	31	43	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	39	33	30	30	30	30	36	30	32	32	31	34	36	35	41	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	38	32	35	33	33	34	32	31	33	32	35	34	34	36	44	23	14	10	11	10	10	10	10
10	10	10	10	10	10	13	22	38	33	34	34	32	32	30	32	31	33	32	36	34	34	43	23	14	10	10	10	10	10	10
10	10	10	10	11	10	13	22	37	30	33	34	36	33	33	30	30	31	31	33	34	30	44	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	40	31	32	30	35	30	32	33	31	36	33	33	35	32	41	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	38	35	30	36	34	36	34	34	35	33	35	31	32	32	44	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	26	21	21	21	21	21	21	21	30	21	21	21	21	21	21	21	27	14	10	10	11	10	10	10
10	10	10	11	10	10	13	22	51	47	47	48	47	46	45	30	46	46	47	47	46	48	55	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	37	33	31	31	33	31	32	32	33	33	35	33	31	36	41	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	38	35	31	30	31	32	35	32	30	30	32	30	36	33	44	23	14	10	10	10	10	10	10
10	10	10	11	10	10	13	22	39	35	33	30	33	33	30	34	33	30	30	32	35	30	41	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	40	32	32	33	33	30	34	30	30	35	31	36	30	34	41	23	14	10	10	11	10	10	10
10	10	10	10	10	10	13	22	37	33	35	30	33	34	30	31	30	35	35	31	33	34	42	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	40	32	31	30	31	36	32	30	36	30	35	31	32	30	41	23	14	10	10	10	10	10	10
10	10	10	10	11	10	13	22	38	30	36	33	30	34	32	32	30	30	30	33	35	33	41	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	40	35	34	36	33	35	34	33	32	31	32	31	30	33	42	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	37	31	35	33	32	32	31	32	31	33	32	32	34	36	41	23	14	10	11	10	10	10	10
10	10	10	10	10	10	13	22	40	32	35	35	35	34	31	30	36	35	32	33	34	31	43	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	39	36	36	34	33	34	30	32	35	34	30	34	32	36	42	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	38	32	32	33	32	32	33	32	34	35	35	34	35	35	44	23	14	10	10	11	10	10	10
10	10	10	11	10	10	13	22	37	31	36	31	31	31	31	30	34	30	33	36	32	35	42	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	26	21	21	21	21	21	21	21	30	21	21	21	21	21	21	21	27	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	51	47	45	48	47	45	47	30	46	46	46	45	48	48	55	23	14	10	11	10	10	10	10
10	10	10	10	10	10	13	22	38	32	33	30	36	34	35	35	31	30	35	35	33	36	43	23	14	10	10	10	10	10	10
10	10	10	10	11	10	13	22	37	30	33	30	34	31	30	33	34	35	35	36	34	34	44	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	40	31	32	35	35	34	34	35	34	30	31	31	36	33	44	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	37	31	34	30	31	33	31	31	35	35	36	33	32	35	43	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	37	31	30	35	35	31	34	33	35	35	31	31	34	36	43	23	14	10	11	10	10	10	10
10	10	10	10	10	10	13	22	39	33	35	33	31	34	35	34	35	35	33	33	34	30	44	23	14	10	10	10	10	10	10
10	10	10	10	11	10	13	22	37	33	35	35	32	35	33	34	35	33	35	36	31	35	43	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	37	31	35	30	34	33	32	36	36	33	30	35	32	34	43	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	39	34	30	36	31	33	34	35	33	35	33	33	36	33	43	23	14	10	10	11	10	10	10
10	10	10	10	11	10	13	22	39	30	32	35	32	31	32	36	35	30	32	31	30	36	44	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	39	33	33	31	34	33	35	32	35	34	35	31	36	35	41	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	38	34	30	36	33	31	33	31	36	36	32	33	32	36	42	23	14	10	10	10	10	10	10
10	10	10	10	10	10	13	22	39	33	30	36	36	35	33	33	33	35	32	36	32	33	41	23	14	10	10	11	10	10	10
10	10	10	11	10	10	13	24	20	20	20	26	21	21	21	30	21	21	21	27	20	20	20	25	14	10	10	10	10	10	10
10	10	10	10	10	10	16	15	15	15	18	22	51	46	48	30	47	45	53	23	19	15	15	15	17	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10	13	22	38	30	30	30	30	30	41	23	14	10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	11	10	13	22	39	34	30	36	32	30	42	23	14	10	11	10	10	10	10	10	10	10	10
10	10	10	11	10	10	11	10	10	10	13	22	40	30	30	30	30	30	43	23	14	10	10	10	10	10	11	10	10	10	10
10	10	10	10	10	10	10	10	10	10	13	22	39	30	31	30	34	30	43	23	14	10	10	11	10	10	10	10	10	10	10
10	10	10	10	11	10	10	11	10	10	13	24	20	20	20	20	20	20	20	25	14	10	10	10	11	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10	16	15	15	15	15	15	15	15	15	15	17	10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	11	10	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	11	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10	10	10	10	11	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	11	10	10	10	10	10	10	10	10	11	11	10	10	10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
